resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3,latitude,longitude
10,Calgary CMA,AB,T1Y,94,125,14.0,51.0823,-113.9578
11,Calgary CMA,AB,T1Y,92,123,14.0,51.0823,-113.9578
12,Calgary CMA,AB,T1Y,94,114,14.0,51.0823,-113.9578
13,Calgary CMA,AB,T1Y,91,91,14.0,51.0823,-113.9578
14,Calgary CMA,AB,T2A,90,123,20.0,51.0494,-113.9564
15,Calgary CMA,AB,T2A,102,31,14.0,51.0494,-113.9564
16,Calgary CMA,AB,T2A,94,158,18.0,51.0494,-113.9564
17,Calgary CMA,AB,T2B,106,151,14.0,51.0209,-113.981
18,Calgary CMA,AB,T2B,94,43,14.0,51.0209,-113.981
19,Calgary CMA,AB,T2B,91,82,14.0,51.0209,-113.981
20,Calgary CMA,AB,T2B,114,153,14.0,51.0209,-113.981
21,Calgary CMA,AB,T2B,91,87,14.0,51.0209,-113.981
22,Calgary CMA,AB,T2B,91,116,19.0,51.0209,-113.981
23,Calgary CMA,AB,T2C,109,87,14.0,50.987,-113.9634
24,Calgary CMA,AB,T2C,90,67,14.0,50.987,-113.9634
25,Calgary CMA,AB,T2C,105,119,14.0,50.987,-113.9634
26,Calgary CMA,AB,T2E,94,100,14.0,51.0876,-114.0214
27,Calgary CMA,AB,T2E,95,108,14.0,51.0876,-114.0214
28,Calgary CMA,AB,T2E,106,107,14.0,51.0876,-114.0214
29,Calgary CMA,AB,T2E,91,116,19.0,51.0876,-114.0214
30,Calgary CMA,AB,T2H,91,101,14.0,50.9894,-114.052
31,Calgary CMA,AB,T2H,97,137,14.0,50.9894,-114.052
32,Calgary CMA,AB,T2H,91,206,14.0,50.9894,-114.052
33,Calgary CMA,AB,T2J,91,40,14.0,50.8476,-114.1958
34,Calgary CMA,AB,T2J,92,245,14.0,50.8476,-114.1958
35,Calgary CMA,AB,T2K,91,89,14.0,51.1111,-114.0477
36,Calgary CMA,AB,T2K,92,129,14.0,51.1111,-114.0477
37,Calgary CMA,AB,T2L,97,98,14.0,51.1047,-114.1148
38,Calgary CMA,AB,T2L,90,53,14.0,51.1047,-114.1148
39,Calgary CMA,AB,T2L,91,161,14.0,51.1047,-114.1148
40,Calgary CMA,AB,T2T,95,56,14.0,51.0242,-114.1004
41,Calgary CMA,AB,T2T,100,61,14.0,51.0242,-114.1004
42,Calgary CMA,AB,T2T,149,78,14.0,51.0242,-114.1004
43,Calgary CMA,AB,T2V,91,97,14.0,50.9819,-114.1004
44,Calgary CMA,AB,T2V,89,200,14.0,50.9819,-114.1004
45,Calgary CMA,AB,T2W,91,322,14.0,50.9514,-114.3591
46,Calgary CMA,AB,T2W,91,344,14.0,50.9514,-114.3591
47,Calgary CMA,AB,T2W,100,168,14.0,50.9514,-114.3591
48,Calgary CMA,AB,T2W,91,152,14.0,50.9514,-114.3591
49,Calgary CMA,AB,T2X,92,154,14.0,50.8837,-114.0326
50,Calgary CMA,AB,T2X,97,98,14.0,50.8837,-114.0326
51,Calgary CMA,AB,T2Z,118,112,14.0,50.9278,-113.9682
52,Calgary CMA,AB,T2Z,98,154,26.0,50.9278,-113.9682
53,Calgary CMA,AB,T2Z,93,96,14.0,50.9278,-113.9682
54,Calgary CMA,AB,T2Z,99,109,14.0,50.9278,-113.9682
55,Calgary CMA,AB,T2Z,90,62,14.0,50.9278,-113.9682
56,Calgary CMA,AB,T2Z,91,80,14.0,50.9278,-113.9682
57,Calgary CMA,AB,T3A,119,117,14.0,51.1264,-114.1419
58,Calgary CMA,AB,T3A,91,85,14.0,51.1264,-114.1419
59,Calgary CMA,AB,T3A,97,40,21.0,51.1264,-114.1419
60,Calgary CMA,AB,T3A,97,31,14.0,51.1264,-114.1419
61,Calgary CMA,AB,T3A,96,122,14.0,51.1264,-114.1419
62,Calgary CMA,AB,T3A,92,78,14.0,51.1264,-114.1419
63,Calgary CMA,AB,T3B,125,101,14.0,51.0915,-114.2073
64,Calgary CMA,AB,T3B,92,81,14.0,51.0915,-114.2073
65,Calgary CMA,AB,T3C,61,252,24.0,51.0497,-114.1394
66,Calgary CMA,AB,T3C,91,211,14.0,51.0497,-114.1394
67,Calgary CMA,AB,T3C,93,34,14.0,51.0497,-114.1394
68,Calgary CMA,AB,T3E,92,155,14.0,50.9899,-114.1574
69,Calgary CMA,AB,T3E,97,129,14.0,50.9899,-114.1574
70,Calgary CMA,AB,T3G,99,95,14.0,51.1387,-114.2015
71,Calgary CMA,AB,T3G,91,393,14.0,51.1387,-114.2015
72,Calgary CMA,AB,T3G,91,77,14.0,51.1387,-114.2015
73,Calgary CMA,AB,T3G,103,144,14.0,51.1387,-114.2015
74,Calgary CMA,AB,T3G,91,67,14.0,51.1387,-114.2015
75,Calgary CMA,AB,T3H,93,158,14.0,51.0419,-114.2
76,Calgary CMA,AB,T3H,91,209,14.0,51.0419,-114.2
77,Calgary CMA,AB,T3H,92,183,14.0,51.0419,-114.2
78,Calgary CMA,AB,T3H,99,841,14.0,51.0419,-114.2
79,Calgary CMA,AB,T3J,91,229,14.0,51.1188,-113.9471
80,Calgary CMA,AB,T3J,91,22,14.0,51.1188,-113.9471
81,Calgary CMA,AB,T3K,90,64,14.0,51.1563,-114.0572
82,Calgary CMA,AB,T3K,99,97,14.0,51.1563,-114.0572
83,Calgary CMA,AB,T3K,98,132,16.0,51.1563,-114.0572
84,Calgary CMA,AB,T3L,98,78,14.0,51.1467,-114.3133
85,Calgary CMA,AB,T3L,91,150,14.0,51.1467,-114.3133
86,Calgary CMA,AB,T3L,91,53,14.0,51.1467,-114.3133
87,Calgary CMA,AB,T3M,111,69,20.0,50.8796,-113.9555
88,Calgary CMA,AB,T3M,91,98,14.0,50.8796,-113.9555
89,Calgary CMA,AB,T3M,91,122,14.0,50.8796,-113.9555
90,Calgary CMA,AB,T3M,106,137,14.0,50.8796,-113.9555
91,Calgary CMA,AB,T3M,91,94,14.0,50.8796,-113.9555
92,Calgary CMA,AB,T3P,91,309,14.0,51.2074,-114.1348
93,Calgary CMA,AB,T3P,90,453,14.0,51.2074,-114.1348
94,Calgary CMA,AB,T3P,92,173,14.0,51.2074,-114.1348
95,Calgary CMA,AB,T3R,91,156,14.0,51.2021,-114.2453
96,Calgary CMA,AB,T3R,91,73,14.0,51.2021,-114.2453
97,Calgary CMA,AB,T3Z,70,231,14.0,51.0691,-114.4727
98,Calgary CMA,AB,T3Z,91,187,14.0,51.0691,-114.4727
99,Calgary CMA,AB,T3Z,93,87,14.0,51.0691,-114.4727
105,Edmonton CMA,AB,T5A,97,87,14.0,53.5931,-113.4077
106,Edmonton CMA,AB,T5A,91,65,14.0,53.5931,-113.4077
107,Edmonton CMA,AB,T5A,90,94,14.0,53.5931,-113.4077
109,Edmonton CMA,AB,T5C,92,101,14.0,53.5996,-113.4549
110,Edmonton CMA,AB,T5E,91,53,22.0,53.7454,-113.4465
111,Edmonton CMA,AB,T5E,97,220,14.0,53.7454,-113.4465
112,Edmonton CMA,AB,T5E,93,131,14.0,53.7454,-113.4465
113,Edmonton CMA,AB,T5E,101,42,14.0,53.7454,-113.4465
114,Edmonton CMA,AB,T5E,94,65,14.0,53.7454,-113.4465
115,Edmonton CMA,AB,T5G,91,114,14.0,53.5705,-113.5051
116,Edmonton CMA,AB,T5G,86,68,14.0,53.5705,-113.5051
117,Edmonton CMA,AB,T5G,107,132,14.0,53.5705,-113.5051
118,Edmonton CMA,AB,T5H,91,139,14.0,53.5514,-113.4916
119,Edmonton CMA,AB,T5H,92,213,14.0,53.5514,-113.4916
120,Edmonton CMA,AB,T5K,93,68,21.0,53.5366,-113.5103
121,Edmonton CMA,AB,T5K,93,14,14.0,53.5366,-113.5103
122,Edmonton CMA,AB,T5L,92,169,16.0,53.585,-113.5526
123,Edmonton CMA,AB,T5L,103,108,14.0,53.585,-113.5526
124,Edmonton CMA,AB,T5L,91,38,14.0,53.585,-113.5526
125,Edmonton CMA,AB,T5M,91,21,14.0,53.563,-113.5662
126,Edmonton CMA,AB,T5M,91,144,14.0,53.563,-113.5662
127,Edmonton CMA,AB,T5M,98,89,14.0,53.563,-113.5662
128,Edmonton CMA,AB,T5M,91,121,14.0,53.563,-113.5662
129,Edmonton CMA,AB,T5N,110,185,14.0,53.5436,-113.5574
130,Edmonton CMA,AB,T5N,91,155,14.0,53.5436,-113.5574
131,Edmonton CMA,AB,T5R,91,70,16.0,53.5181,-113.5797
132,Edmonton CMA,AB,T5R,97,74,14.0,53.5181,-113.5797
133,Edmonton CMA,AB,T5R,84,52,14.0,53.5181,-113.5797
134,Edmonton CMA,AB,T5T,88,77,14.0,53.5185,-113.6579
135,Edmonton CMA,AB,T5T,91,36,14.0,53.5185,-113.6579
136,Edmonton CMA,AB,T5T,91,169,17.0,53.5185,-113.6579
137,Edmonton CMA,AB,T5T,97,38,14.0,53.5185,-113.6579
138,Edmonton CMA,AB,T5T,98,24,17.0,53.5185,-113.6579
139,Edmonton CMA,AB,T5T,103,191,14.0,53.5185,-113.6579
140,Edmonton CMA,AB,T5X,91,124,14.0,53.6313,-113.5245
141,Edmonton CMA,AB,T5X,101,119,14.0,53.6313,-113.5245
142,Edmonton CMA,AB,T5X,92,61,14.0,53.6313,-113.5245
143,Edmonton CMA,AB,T5X,98,53,14.0,53.6313,-113.5245
144,Edmonton CMA,AB,T5X,90,81,14.0,53.6313,-113.5245
145,Edmonton CMA,AB,T5Y,91,77,14.0,53.6585,-113.3614
146,Edmonton CMA,AB,T5Y,118,108,20.0,53.6585,-113.3614
147,Edmonton CMA,AB,T5Y,91,26,14.0,53.6585,-113.3614
148,Edmonton CMA,AB,T5Y,132,36,14.0,53.6585,-113.3614
149,Edmonton CMA,AB,T5Y,91,31,14.0,53.6585,-113.3614
150,Edmonton CMA,AB,T5Z,98,56,45.0,53.6365,-113.4673
151,Edmonton CMA,AB,T5Z,99,95,14.0,53.6365,-113.4673
152,Edmonton CMA,AB,T6A,91,108,14.0,53.5482,-113.4318
153,Edmonton CMA,AB,T6A,91,197,23.0,53.5482,-113.4318
154,Edmonton CMA,AB,T6A,91,115,14.0,53.5482,-113.4318
155,Edmonton CMA,AB,T6B,91,216,14.0,53.5128,-113.4194
156,Edmonton CMA,AB,T6B,99,62,14.0,53.5128,-113.4194
157,Edmonton CMA,AB,T6C,91,263,14.0,53.522,-113.459
158,Edmonton CMA,AB,T6C,91,294,18.0,53.522,-113.459
159,Edmonton CMA,AB,T6C,131,78,14.0,53.522,-113.459
160,Edmonton CMA,AB,T6E,87,134,14.0,53.4914,-113.4802
161,Edmonton CMA,AB,T6E,72,121,14.0,53.4914,-113.4802
162,Edmonton CMA,AB,T6E,96,106,20.0,53.4914,-113.4802
163,Edmonton CMA,AB,T6E,92,386,20.0,53.4914,-113.4802
164,Edmonton CMA,AB,T6H,113,134,14.0,53.3753,-113.4585
165,Edmonton CMA,AB,T6H,91,137,14.0,53.3753,-113.4585
166,Edmonton CMA,AB,T6H,91,155,29.0,53.3753,-113.4585
167,Edmonton CMA,AB,T6H,91,94,14.0,53.3753,-113.4585
168,Edmonton CMA,AB,T6J,106,173,14.0,53.4564,-113.521
169,Edmonton CMA,AB,T6J,92,85,14.0,53.4564,-113.521
170,Edmonton CMA,AB,T6J,92,57,14.0,53.4564,-113.521
171,Edmonton CMA,AB,T6J,91,166,14.0,53.4564,-113.521
173,Edmonton CMA,AB,T6K,91,33,14.0,53.4609,-113.4519
174,Edmonton CMA,AB,T6K,97,49,14.0,53.4609,-113.4519
175,Edmonton CMA,AB,T6K,90,311,14.0,53.4609,-113.4519
176,Edmonton CMA,AB,T6L,90,145,14.0,53.4593,-113.4145
177,Edmonton CMA,AB,T6L,104,50,21.0,53.4593,-113.4145
178,Edmonton CMA,AB,T6L,94,78,14.0,53.4593,-113.4145
179,Edmonton CMA,AB,T6L,91,151,14.0,53.4593,-113.4145
180,Edmonton CMA,AB,T6L,92,66,32.0,53.4593,-113.4145
181,Edmonton CMA,AB,T6M,116,120,14.0,53.4593,-113.6546
183,Edmonton CMA,AB,T6P,92,31,14.0,53.5078,-113.3723
184,Edmonton CMA,AB,T6P,91,21,14.0,53.5078,-113.3723
185,Edmonton CMA,AB,T6R,94,108,14.0,53.4567,-113.5801
186,Edmonton CMA,AB,T6R,91,129,36.0,53.4567,-113.5801
187,Edmonton CMA,AB,T6R,92,94,14.0,53.4567,-113.5801
188,Edmonton CMA,AB,T6T,91,161,16.0,53.4617,-113.371
189,Edmonton CMA,AB,T6T,92,55,14.0,53.4617,-113.371
190,Edmonton CMA,AB,T6V,96,133,14.0,53.6112,-113.5746
191,Edmonton CMA,AB,T6V,91,58,14.0,53.6112,-113.5746
192,Edmonton CMA,AB,T6W,91,248,14.0,53.4179,-113.5785
193,Edmonton CMA,AB,T6W,98,158,14.0,53.4179,-113.5785
194,Edmonton CMA,AB,T6X,108,185,14.0,53.4154,-113.4178
195,Edmonton CMA,AB,T6X,121,105,22.0,53.4154,-113.4178
196,Edmonton CMA,AB,T6X,92,46,14.0,53.4154,-113.4178
197,Abbotsford CMA,BC,V2S,121,42,14.0,49.0423,-122.2835
198,Abbotsford CMA,BC,V2S,98,51,14.0,49.0423,-122.2835
199,Abbotsford CMA,BC,V2S,91,25,14.0,49.0423,-122.2835
200,Abbotsford CMA,BC,V2S,100,131,14.0,49.0423,-122.2835
201,Abbotsford CMA,BC,V2S,92,90,31.0,49.0423,-122.2835
202,Abbotsford CMA,BC,V2S,92,44,14.0,49.0423,-122.2835
203,Abbotsford CMA,BC,V2S,92,24,26.0,49.0423,-122.2835
204,Abbotsford CMA,BC,V2S,91,62,14.0,49.0423,-122.2835
205,Abbotsford CMA,BC,V2S,94,90,14.0,49.0423,-122.2835
206,Abbotsford CMA,BC,V2S,92,99,14.0,49.0423,-122.2835
207,Abbotsford CMA,BC,V2S,97,23,14.0,49.0423,-122.2835
208,Abbotsford CMA,BC,V2S,91,89,14.0,49.0423,-122.2835
209,Abbotsford CMA,BC,V2S,92,54,14.0,49.0423,-122.2835
210,Abbotsford CMA,BC,V2S,91,118,14.0,49.0423,-122.2835
211,Abbotsford CMA,BC,V2S,99,29,14.0,49.0423,-122.2835
212,Abbotsford CMA,BC,V2S,70,53,14.0,49.0423,-122.2835
213,Abbotsford CMA,BC,V2S,90,68,15.0,49.0423,-122.2835
214,Abbotsford CMA,BC,V2S,97,50,14.0,49.0423,-122.2835
215,Abbotsford CMA,BC,V2S,119,68,14.0,49.0423,-122.2835
216,Abbotsford CMA,BC,V2S,90,41,14.0,49.0423,-122.2835
217,Abbotsford CMA,BC,V2S,96,30,14.0,49.0423,-122.2835
218,Abbotsford CMA,BC,V2S,121,20,14.0,49.0423,-122.2835
219,Abbotsford CMA,BC,V2S,94,24,136.0,49.0423,-122.2835
220,Abbotsford CMA,BC,V2S,88,34,14.0,49.0423,-122.2835
221,Abbotsford CMA,BC,V2S,90,61,14.0,49.0423,-122.2835
222,Abbotsford CMA,BC,V2S,90,44,14.0,49.0423,-122.2835
223,Abbotsford CMA,BC,V2S,91,73,14.0,49.0423,-122.2835
224,Abbotsford CMA,BC,V2S,91,59,14.0,49.0423,-122.2835
225,Abbotsford CMA,BC,V2T,96,88,18.0,49.0384,-122.3485
226,Abbotsford CMA,BC,V2T,91,53,14.0,49.0384,-122.3485
227,Abbotsford CMA,BC,V2T,91,33,14.0,49.0384,-122.3485
228,Abbotsford CMA,BC,V2T,93,76,14.0,49.0384,-122.3485
229,Abbotsford CMA,BC,V2T,91,92,14.0,49.0384,-122.3485
230,Abbotsford CMA,BC,V2T,91,92,14.0,49.0384,-122.3485
231,Abbotsford CMA,BC,V2T,91,23,14.0,49.0384,-122.3485
232,Abbotsford CMA,BC,V2T,90,31,14.0,49.0384,-122.3485
233,Abbotsford CMA,BC,V2T,91,14,14.0,49.0384,-122.3485
234,Abbotsford CMA,BC,V2T,91,26,14.0,49.0384,-122.3485
235,Abbotsford CMA,BC,V2T,90,30,14.0,49.0384,-122.3485
236,Abbotsford CMA,BC,V2T,91,31,14.0,49.0384,-122.3485
237,Abbotsford CMA,BC,V2T,91,20,14.0,49.0384,-122.3485
238,Abbotsford CMA,BC,V2T,91,84,14.0,49.0384,-122.3485
239,Abbotsford CMA,BC,V2T,91,14,22.0,49.0384,-122.3485
240,Abbotsford CMA,BC,V2T,90,99,14.0,49.0384,-122.3485
241,Abbotsford CMA,BC,V2T,91,74,14.0,49.0384,-122.3485
242,Abbotsford CMA,BC,V2T,92,28,14.0,49.0384,-122.3485
243,Abbotsford CMA,BC,V2T,93,30,14.0,49.0384,-122.3485
244,Abbotsford CMA,BC,V2T,95,73,14.0,49.0384,-122.3485
245,Abbotsford CMA,BC,V2T,99,46,14.0,49.0384,-122.3485
246,Abbotsford CMA,BC,V2T,92,32,16.0,49.0384,-122.3485
247,Abbotsford CMA,BC,V2T,90,33,23.0,49.0384,-122.3485
248,Abbotsford CMA,BC,V2T,105,42,48.0,49.0384,-122.3485
249,Abbotsford CMA,BC,V2T,105,23,14.0,49.0384,-122.3485
250,Abbotsford CMA,BC,V2T,91,100,14.0,49.0384,-122.3485
251,Abbotsford CMA,BC,V2T,90,112,14.0,49.0384,-122.3485
252,Abbotsford CMA,BC,V2T,100,43,14.0,49.0384,-122.3485
253,Abbotsford CMA,BC,V2T,93,14,14.0,49.0384,-122.3485
254,Abbotsford CMA,BC,V2T,132,65,14.0,49.0384,-122.3485
255,Abbotsford CMA,BC,V2T,92,44,14.0,49.0384,-122.3485
256,Abbotsford CMA,BC,V3G,89,32,14.0,49.0754,-122.178
257,Abbotsford CMA,BC,V3G,98,88,14.0,49.0754,-122.178
258,Abbotsford CMA,BC,V3G,96,465,14.0,49.0754,-122.178
259,Abbotsford CMA,BC,V3G,93,88,14.0,49.0754,-122.178
260,Abbotsford CMA,BC,V3G,97,36,14.0,49.0754,-122.178
261,Abbotsford CMA,BC,V3G,89,25,14.0,49.0754,-122.178
262,Abbotsford CMA,BC,V3G,91,47,18.0,49.0754,-122.178
263,Abbotsford CMA,BC,V3G,91,111,26.0,49.0754,-122.178
265,Abbotsford CMA,BC,V3G,109,33,14.0,49.0754,-122.178
266,Abbotsford CMA,BC,V3G,94,38,14.0,49.0754,-122.178
267,Abbotsford CMA,BC,V3G,92,50,14.0,49.0754,-122.178
268,Abbotsford CMA,BC,V3G,91,74,14.0,49.0754,-122.178
269,Abbotsford CMA,BC,V3G,147,126,14.0,49.0754,-122.178
270,Abbotsford CMA,BC,V3G,92,27,14.0,49.0754,-122.178
271,Abbotsford CMA,BC,V3G,91,70,14.0,49.0754,-122.178
272,Abbotsford CMA,BC,V3G,95,26,14.0,49.0754,-122.178
273,Abbotsford CMA,BC,V3G,92,27,14.0,49.0754,-122.178
274,Abbotsford CMA,BC,V3G,98,82,14.0,49.0754,-122.178
275,Abbotsford CMA,BC,V3G,91,87,14.0,49.0754,-122.178
276,Abbotsford CMA,BC,V3G,99,36,16.0,49.0754,-122.178
277,Abbotsford CMA,BC,V3G,96,49,14.0,49.0754,-122.178
278,Abbotsford CMA,BC,V4X,91,17,14.0,49.0861,-122.4026
279,Abbotsford CMA,BC,V4X,96,46,14.0,49.0861,-122.4026
281,Abbotsford CMA,BC,V4X,91,46,25.0,49.0861,-122.4026
282,Abbotsford CMA,BC,V4X,91,14,50.0,49.0861,-122.4026
283,Abbotsford CMA,BC,V4X,87,48,14.0,49.0861,-122.4026
284,Abbotsford CMA,BC,V4X,90,85,14.0,49.0861,-122.4026
285,Kelowna CMA,BC,V1P,92,83,14.0,49.8959,-119.1724
286,Kelowna CMA,BC,V1P,94,166,14.0,49.8959,-119.1724
287,Kelowna CMA,BC,V1P,107,61,14.0,49.8959,-119.1724
288,Kelowna CMA,BC,V1P,93,177,14.0,49.8959,-119.1724
289,Kelowna CMA,BC,V1P,91,166,14.0,49.8959,-119.1724
290,Kelowna CMA,BC,V1P,95,40,14.0,49.8959,-119.1724
291,Kelowna CMA,BC,V1P,99,52,16.0,49.8959,-119.1724
292,Kelowna CMA,BC,V1P,90,295,14.0,49.8959,-119.1724
293,Kelowna CMA,BC,V1P,123,57,14.0,49.8959,-119.1724
294,Kelowna CMA,BC,V1P,96,71,32.0,49.8959,-119.1724
295,Kelowna CMA,BC,V1P,91,77,14.0,49.8959,-119.1724
296,Kelowna CMA,BC,V1P,93,43,14.0,49.8959,-119.1724
297,Kelowna CMA,BC,V1P,91,88,14.0,49.8959,-119.1724
298,Kelowna CMA,BC,V1V,99,213,14.0,49.9497,-119.4339
299,Kelowna CMA,BC,V1V,90,145,14.0,49.9497,-119.4339
300,Kelowna CMA,BC,V1V,90,75,21.0,49.9497,-119.4339
301,Kelowna CMA,BC,V1V,92,373,14.0,49.9497,-119.4339
302,Kelowna CMA,BC,V1V,107,43,14.0,49.9497,-119.4339
303,Kelowna CMA,BC,V1V,91,82,14.0,49.9497,-119.4339
304,Kelowna CMA,BC,V1V,146,283,20.0,49.9497,-119.4339
305,Kelowna CMA,BC,V1V,100,97,14.0,49.9497,-119.4339
306,Kelowna CMA,BC,V1V,90,117,28.0,49.9497,-119.4339
307,Kelowna CMA,BC,V1V,91,86,14.0,49.9497,-119.4339
308,Kelowna CMA,BC,V1V,94,175,14.0,49.9497,-119.4339
309,Kelowna CMA,BC,V1V,99,70,14.0,49.9497,-119.4339
310,Kelowna CMA,BC,V1V,91,238,14.0,49.9497,-119.4339
311,Kelowna CMA,BC,V1V,95,66,14.0,49.9497,-119.4339
312,Kelowna CMA,BC,V1V,106,131,14.0,49.9497,-119.4339
313,Kelowna CMA,BC,V1V,95,90,14.0,49.9497,-119.4339
314,Kelowna CMA,BC,V1V,106,87,17.0,49.9497,-119.4339
315,Kelowna CMA,BC,V1W,91,83,21.0,49.812,-119.5076
316,Kelowna CMA,BC,V1W,99,221,14.0,49.812,-119.5076
317,Kelowna CMA,BC,V1W,96,104,14.0,49.812,-119.5076
318,Kelowna CMA,BC,V1W,96,51,14.0,49.812,-119.5076
319,Kelowna CMA,BC,V1W,107,88,14.0,49.812,-119.5076
320,Kelowna CMA,BC,V1W,97,64,14.0,49.812,-119.5076
321,Kelowna CMA,BC,V1W,98,31,14.0,49.812,-119.5076
322,Kelowna CMA,BC,V1W,91,84,14.0,49.812,-119.5076
323,Kelowna CMA,BC,V1W,95,49,14.0,49.812,-119.5076
324,Kelowna CMA,BC,V1W,94,244,14.0,49.812,-119.5076
325,Kelowna CMA,BC,V1W,91,161,14.0,49.812,-119.5076
326,Kelowna CMA,BC,V1W,99,145,14.0,49.812,-119.5076
327,Kelowna CMA,BC,V1W,89,96,14.0,49.812,-119.5076
328,Kelowna CMA,BC,V1W,92,113,14.0,49.812,-119.5076
329,Kelowna CMA,BC,V1W,96,14,71.0,49.812,-119.5076
330,Kelowna CMA,BC,V1W,91,104,23.0,49.812,-119.5076
331,Kelowna CMA,BC,V1W,91,87,14.0,49.812,-119.5076
332,Kelowna CMA,BC,V1W,91,174,17.0,49.812,-119.5076
333,Kelowna CMA,BC,V1X,91,62,14.0,50.0528,-119.2858
334,Kelowna CMA,BC,V1X,94,107,14.0,50.0528,-119.2858
335,Kelowna CMA,BC,V1X,105,147,14.0,50.0528,-119.2858
336,Kelowna CMA,BC,V1X,91,14,232.0,50.0528,-119.2858
337,Kelowna CMA,BC,V1X,115,203,14.0,50.0528,-119.2858
338,Kelowna CMA,BC,V1X,91,150,14.0,50.0528,-119.2858
339,Kelowna CMA,BC,V1X,92,78,14.0,50.0528,-119.2858
340,Kelowna CMA,BC,V1X,97,72,14.0,50.0528,-119.2858
341,Kelowna CMA,BC,V1X,97,139,14.0,50.0528,-119.2858
342,Kelowna CMA,BC,V1X,98,149,14.0,50.0528,-119.2858
343,Kelowna CMA,BC,V1X,90,170,14.0,50.0528,-119.2858
344,Kelowna CMA,BC,V1X,99,185,14.0,50.0528,-119.2858
345,Kelowna CMA,BC,V1X,102,151,14.0,50.0528,-119.2858
346,Kelowna CMA,BC,V1X,113,40,14.0,50.0528,-119.2858
347,Kelowna CMA,BC,V1X,91,78,31.0,50.0528,-119.2858
348,Kelowna CMA,BC,V1X,91,124,14.0,50.0528,-119.2858
349,Kelowna CMA,BC,V1Y,91,79,30.0,49.8928,-119.4852
350,Kelowna CMA,BC,V1Y,98,81,14.0,49.8928,-119.4852
351,Kelowna CMA,BC,V1Y,94,53,14.0,49.8928,-119.4852
352,Kelowna CMA,BC,V1Y,101,46,14.0,49.8928,-119.4852
353,Kelowna CMA,BC,V1Y,91,188,14.0,49.8928,-119.4852
354,Kelowna CMA,BC,V1Y,91,79,14.0,49.8928,-119.4852
355,Kelowna CMA,BC,V1Y,91,52,14.0,49.8928,-119.4852
356,Kelowna CMA,BC,V1Y,90,66,14.0,49.8928,-119.4852
357,Kelowna CMA,BC,V1Y,91,39,19.0,49.8928,-119.4852
358,Kelowna CMA,BC,V1Y,115,107,14.0,49.8928,-119.4852
359,Kelowna CMA,BC,V1Y,105,29,34.0,49.8928,-119.4852
360,Kelowna CMA,BC,V1Y,91,51,14.0,49.8928,-119.4852
361,Kelowna CMA,BC,V1Y,101,75,14.0,49.8928,-119.4852
362,Kelowna CMA,BC,V1Y,99,84,14.0,49.8928,-119.4852
363,Kelowna CMA,BC,V1Y,92,85,14.0,49.8928,-119.4852
364,Kelowna CMA,BC,V1Y,102,38,27.0,49.8928,-119.4852
365,Kelowna CMA,BC,V1Z,100,83,14.0,49.8625,-119.5833
366,Kelowna CMA,BC,V1Z,91,271,32.0,49.8625,-119.5833
367,Kelowna CMA,BC,V1Z,91,61,14.0,49.8625,-119.5833
368,Kelowna CMA,BC,V1Z,91,589,27.0,49.8625,-119.5833
369,Kelowna CMA,BC,V1Z,91,147,14.0,49.8625,-119.5833
370,Kelowna CMA,BC,V1Z,91,46,14.0,49.8625,-119.5833
371,Kelowna CMA,BC,V1Z,92,42,25.0,49.8625,-119.5833
372,Kelowna CMA,BC,V1Z,92,70,14.0,49.8625,-119.5833
373,Kelowna CMA,BC,V1Z,96,139,14.0,49.8625,-119.5833
374,Kelowna CMA,BC,V1Z,113,55,14.0,49.8625,-119.5833
375,Kelowna CMA,BC,V1Z,90,193,14.0,49.8625,-119.5833
376,Kelowna CMA,BC,V4T,97,80,14.0,49.866,-119.7387
377,Kelowna CMA,BC,V4T,101,496,14.0,49.866,-119.7387
378,Kelowna CMA,BC,V4T,98,150,14.0,49.866,-119.7387
379,Kelowna CMA,BC,V4T,93,34,14.0,49.866,-119.7387
380,Kelowna CMA,BC,V4T,94,54,14.0,49.866,-119.7387
381,Kelowna CMA,BC,V4T,100,83,14.0,49.866,-119.7387
382,Kelowna CMA,BC,V4T,91,365,14.0,49.866,-119.7387
383,Kelowna CMA,BC,V4T,92,152,14.0,49.866,-119.7387
384,Kelowna CMA,BC,V4T,92,91,14.0,49.866,-119.7387
385,Kelowna CMA,BC,V4T,94,120,14.0,49.866,-119.7387
386,Kelowna CMA,BC,V4T,101,211,23.0,49.866,-119.7387
387,Kelowna CMA,BC,V4T,92,256,14.0,49.866,-119.7387
388,Kelowna CMA,BC,V4T,122,82,14.0,49.866,-119.7387
389,Kelowna CMA,BC,V4T,91,1174,14.0,49.866,-119.7387
390,Kelowna CMA,BC,V4T,91,183,14.0,49.866,-119.7387
391,Kelowna CMA,BC,V4T,95,181,20.0,49.866,-119.7387
392,Kelowna CMA,BC,V4T,91,286,14.0,49.866,-119.7387
445,Vancouver CMA,BC,V2W,91,38,14.0,49.2068,-122.4851
446,Vancouver CMA,BC,V2W,65,29,14.0,49.2068,-122.4851
447,Vancouver CMA,BC,V3A,92,79,14.0,49.0997,-122.6526
448,Vancouver CMA,BC,V3A,99,30,14.0,49.0997,-122.6526
